0,346,4.55
0,463,4.45
0,988,4.35
0,1022,4.75
0,1700,4.45
0,1871,4.75
0,2225,4.35
0,2311,4.25
0,2571,4.75
0,2621,4.75
0,2920,5.25
0,3133,4.75
0,3818,4.45
0,4983,4.75
0,5840,4.55
0,6737,4.55
0,7045,4.45
0,7686,4.75
0,7717,4.95
0,7866,5.25
0,8245,4.55
0,9303,4.75
0,9604,5.15
0,9646,4.95
0,10098,4.15
0,10212,4.45
0,10472,5.25
0,10676,4.75
1,421,4.25
1,777,4.75
1,1015,4.25
1,1122,4.45
1,1237,5.25
1,1911,4.45
1,1938,4.75
1,2094,5.15
1,2359,4.95
1,2420,4.55
1,2440,5.25
1,3004,5.05
1,3101,4.15
1,3914,4.55
1,4042,4.95
1,5430,5.05
1,5852,4.15
1,6110,4.95
1,6404,4.55
1,6967,4.15
1,7881,4.55
1,8452,4.55
1,9408,5.25
1,9526,5.15
1,9942,4.75
1,10076,4.35
1,10399,5.25
1,10545,4.75
2,853,4.57639
2,1449,4.76806
2,1968,4.42361
2,2467,4.45
2,2990,4.35
2,3106,4.45
2,3166,4.95
2,5547,5.25
2,6540,3.85556
2,7315,4.57639
2,8393,4.57639
2,10121,4.75
2,10268,5.05
2,11047,4.75
3,299,4.55
3,795,4.35
3,1034,4.07639
3,2867,4.75
3,2896,4.24583
3,2975,3.58194
3,2982,4.55
3,3841,4.77639
3,3901,5.25
3,4641,4.75
3,7586,4.55
3,8478,4.55
3,10732,4.15972
3,11230,5.05
4,138,3.79306
4,868,3.44861
4,1686,3.91806
4,2880,3.31944
4,3861,5.11667
4,5021,4.95
4,5807,4.10417
4,6327,4.3
4,6813,3.64444
4,6842,4.44861
4,7763,4.54861
4,9496,3.84028
4,9969,4.15
4,11094,4.63056
5,530,3.97083
5,692,4.24861
5,822,4.66528
5,3081,4.82639
5,4839,4.78611
5,5109,4.83056
5,5420,4.91667
5,6391,3.72222
5,6594,5.05
5,9222,3.57917
5,9271,4.57778
5,9360,3.27083
5,10126,5.25
5,11220,4.75
6,1202,3.66528
6,1344,4.75
6,3566,4.35
6,4254,4.04306
6,5841,3.89583
6,6657,4.04722
6,7086,4.45
6,7291,4.45
6,7739,4.02083
6,8528,4.75
6,8569,4.55
6,9621,4.04306
6,10968,4.35
6,11131,4.12083
7,235,3.59583
7,1004,4.6375
7,1150,3.54861
7,2782,3.94306
7,2925,4.49861
7,4534,3.4875
7,5937,3.1875
7,6228,4.15
7,6824,3.84861
7,6832,3.89583
7,7321,4.24306
7,7625,4.48611
7,8534,4.45
7,11124,4.35
8,630,4.75
8,669,5.05
8,891,4.75
8,1636,5.05
8,2075,4.75
8,2337,4.15
8,4260,4.55
8,4444,4.45
8,4669,4.35
8,7128,4.15
8,7173,4.35
8,7257,4.75
8,7333,4.45
8,7425,4.45
8,7613,4.55
8,8055,4.55
8,8277,4.95
8,8314,5.25
8,8324,4.45
8,8390,4.15
8,8614,4.55
8,8835,4.75
8,8983,4.95
8,9193,4.15
8,9608,4.25
8,9757,4.15
8,9764,4.45
8,10829,4.55
9,4110,3.92361
9,4956,3.70139
9,6704,3.36806
9,6950,5.25
9,7675,4.96528
9,8044,3.92361
9,8208,5.05
9,8361,4.14861
9,10323,4.53056
9,10457,4.02778
9,10744,3.71528
9,10844,3.65417
9,10975,3.51944
9,11173,4.04861
10,5,3.80556
10,51,3.24583
10,2913,4.56528
10,3283,4.95
10,3487,3.87917
10,4115,4.70139
10,5810,4.15
10,6003,4.47917
10,7741,4.14583
10,8093,4.20139
10,8543,3.90139
10,9511,4.75694
10,9877,4.97917
10,10186,4.47917
11,909,3.77639
11,1421,3.52083
11,1562,3.12083
11,2312,3.59861
11,2508,4.15
11,2984,3.87639
11,3298,3.47639
11,4327,4.18056
11,4746,3.95417
11,5099,4.45
11,5133,4.30139
11,5254,4.25
11,6097,4.1625
11,6198,2.91667
11,6581,3.84583
11,6783,4.58056
11,6842,4.37639
11,7533,3.54167
11,7606,4.07639
11,8029,2.26111
11,8405,4.79722
11,8409,4.37639
11,9352,4.09028
11,10241,4.40972
11,10677,5.25
11,10728,2.92083
11,10962,3.32083
11,10999,3.12083
12,487,4.15
12,696,4.15
12,926,4.45
12,1601,4.5
12,1944,4.95
12,2220,4.55
12,2644,4.15
12,2900,5.15
12,2948,4.75
12,2979,4.95
12,3333,5.07361
12,4560,4.15
12,4630,5.15
12,4844,4.45
12,5179,4.75
12,5654,4.95
12,6297,4.75
12,6718,4.75
12,7069,4.25
12,7110,5.25
12,7487,4.15
12,7498,4.45
12,8204,4.67361
12,9118,4.75
12,9191,4.55
12,9426,4.35
12,9934,4.65139
12,10285,5.35139
13,1238,4.20694
13,1453,4.15
13,1766,2.77083
13,2040,4.75
13,2087,3.32639
13,2288,4.25139
13,2291,3.28194
13,2408,4.4375
13,2459,5.39306
13,3730,4.125
13,3968,4.15
13,4481,4.88889
13,4759,4.1375
13,5025,5.05
13,5246,4.35
13,5717,4.65833
13,6351,5.25
13,6752,4.53333
13,6916,4.91111
13,7846,5.05
13,9498,4.00694
13,9727,5.49306
13,9792,5.11528
13,9951,3.9375
13,10254,4.40278
13,10309,4.8375
13,10766,3.25694
13,11184,4.91528
14,523,4.35
14,878,4.31944
14,937,4.03194
14,1833,4.55
14,4121,4.39722
14,4667,4.25
14,4706,3.9625
14,5418,4.15
14,5540,4.75
14,6267,4.49306
14,6937,4.5625
14,7291,4.75
14,8119,4.55
14,10913,4.13194
15,958,4.17083
15,1459,3.75
15,2243,5.44444
15,3156,4.47083
15,3246,4.55
15,3763,4.75
15,3924,4.75
15,4474,4.0625
15,5046,4.51944
15,5640,4.75
15,6879,4.3625
15,7676,4.34444
15,8030,4.09722
15,8750,3.71944
16,501,4.75
16,697,4.15
16,1363,4.75
16,1676,4.45
16,2028,4.25
16,2488,4.86806
16,4048,4.16806
16,5104,4.45
16,5346,4.75
16,5562,4.75
16,5872,4.75
16,6269,4.15
16,6383,5.05
16,7018,4.25
16,7558,5.25
16,7608,4.75
16,7968,4.45
16,8357,4.35417
16,8738,4.25
16,9412,4.25
16,9669,5.42361
16,9897,4.24583
16,10034,4.15
16,10129,4.35
16,10136,5.32361
16,10521,5.25
16,10601,4.15
16,11093,4.75
17,2256,4.15
17,3113,4.42361
17,3468,3.86806
17,3824,5.05
17,4143,3.8125
17,4513,4.16806
17,5370,3.59028
17,5907,4.72361
17,6755,3.97222
17,8216,4.62361
17,8619,4.92361
17,9340,4.35833
17,9505,4.76806
17,11252,4.78472
18,529,4.59028
18,703,4.11528
18,1535,4.44583
18,2254,4.75
18,3343,4.55
18,4304,3.59028
18,6469,4.50694
18,7344,5.25
18,9585,4.60278
18,9794,4.35
18,9955,4.75
18,10357,4.65833
18,10635,5.25
18,10997,4.04583
19,863,4.60417
19,1359,3.84444
19,1725,5.25
19,1887,3.11389
19,3087,4.25972
19,3526,4.65972
19,4284,3.93056
19,4327,4.00833
19,5181,5.09444
19,5587,4.36944
19,5656,3.84028
19,5667,4.35972
19,6298,3.11389
19,7434,3.74028
19,7464,3.53472
19,7672,4.45972
19,7826,3.60417
19,8301,4.03472
19,8696,4.32639
19,9045,4.40417
19,9242,3.51389
19,9448,3.89583
19,9572,4.03472
19,9835,4.9375
19,9876,4.4375
19,10080,4.45
19,10171,4.7375
19,10888,3.60417
20,2968,4.40139
20,3671,3.59306
20,4226,3.1375
20,4596,3.77083
20,4792,4.27083
20,5548,4.59722
20,5817,2.76806
20,5958,3.34583
20,6090,3.50694
20,6352,3.69306
20,8067,3.45
20,8523,3.59306
20,8526,3.99306
20,11215,4.62639
21,759,4.21528
21,1149,4.63611
21,1544,4.22639
21,1630,4.54861
21,4048,4.52639
21,4061,4.67083
21,5355,2.65972
21,7121,2.38611
21,7200,3.0375
21,8759,3.91528
21,9216,2.71667
21,9238,2.79444
21,9463,3.55972
21,10123,3.80139
22,385,2.86806
22,2334,3.79306
22,2454,3.79306
22,3912,4.70139
22,3939,3.77083
22,4370,3.71528
22,5606,3.51528
22,6608,3.15972
22,6942,2.55972
22,8274,2.53472
22,9409,2.3125
22,9626,3.15972
22,9834,2.16528
22,11205,3.35417
23,1696,5.02639
23,2613,4.35
23,3969,3.64583
23,4426,4.66667
23,6002,4.47083
23,6573,3.32361
23,6770,3.26389
23,6799,3.79306
23,7571,4.39306
23,9657,4.29306
23,10075,4.96528
23,10089,4.03611
23,10382,4.63056
23,11111,4.02778
24,1190,5.19306
24,1683,4.15
24,1833,4.13333
24,2896,4.15
24,3024,4.58889
24,3803,3.89028
24,5802,4.55
24,6795,5.05
24,7214,3.89861
24,7343,4.25
24,8453,4.25
24,8776,4.92361
24,8892,4.75833
24,11257,5.15833
25,657,4.95
25,751,4.75
25,1071,4.15
25,4046,4.15
25,4609,5.05
25,7397,4.55
25,7399,4.45
25,7707,4.75
25,8126,4.45
25,8357,5.05
25,8485,4.75
25,9003,5.15
25,9623,4.75
25,10498,5.25
26,105,2.59861
26,1930,3.14583
26,2927,3.64028
26,3318,3.5625
26,3383,3.9625
26,4836,2.98056
26,5869,2.3375
26,6255,3.05972
26,6279,2.12083
26,7599,2.65972
26,9004,2.86806
26,9544,2.57639
26,10047,4.39583
26,10224,3.94444
27,117,4.20972
27,180,2.40694
27,361,3.3625
27,1534,3.00694
27,2785,3.0625
27,4107,2.26389
27,4468,3.24028
27,4831,2.85833
27,5057,3.86528
27,7129,3.7625
27,7314,3.00694
27,8809,3.75
27,9184,2.95556
27,9905,4.39583
28,35,4.19583
28,170,3.64028
28,2572,5.35139
28,2820,4.82639
28,2912,4.24306
28,4437,4.17361
28,4713,3.1625
28,4772,3.5625
28,5034,2.65
28,5391,4.15278
28,5858,3.44861
28,8979,4.3
28,9595,4.16944
28,10550,4.275
29,1488,4.55
29,2180,5.15
29,2301,5.25
29,3054,5.15
29,4459,4.47361
29,4625,5.15
29,4880,3.34028
29,5760,4.10417
29,6738,3.71806
29,8530,4.67361
29,8776,4.47361
29,8931,4.35
29,9484,4.55
29,9506,5.17361
30,559,3.28194
30,1075,3.50833
30,1646,4.35
30,2412,3.34306
30,3394,4.13333
30,3648,3.17361
30,3834,4.51528
30,4053,3.95139
30,4443,4.58472
30,4761,4.15
30,4909,4.22917
30,4920,4.66389
30,5136,4.98472
30,6158,3.5
30,6271,3.77778
30,6461,4.4375
30,6805,4.34583
30,6863,4.51528
30,7139,3.83056
30,7556,3.86111
30,7675,3.62083
30,8240,4.30694
30,9139,3.84722
30,9182,3.95139
30,9361,4.50694
30,9526,3.38194
30,10281,4.81944
30,11192,3.77778
31,858,4.10417
31,1497,4.69444
31,2399,4.38194
31,2992,4.59028
31,3539,4.0125
31,4395,3.14861
31,4567,4.59028
31,5471,3.65278
31,6685,4.48611
31,8592,3.84861
31,9346,4.43056
31,9362,2.94861
31,10384,5.25
31,10829,4.75
32,10,3.47083
32,1437,3.82639
32,2575,4.55
32,3601,3.32639
32,4974,5.26806
32,5328,4.25
32,5586,3.70833
32,6944,3.57083
32,7850,3.875
32,9126,3.27083
32,9830,3.15278
32,10098,4.10417
32,10483,4.45
32,11157,2.53194
33,117,3.85694
33,1090,3.51528
33,1774,4.45
33,1950,3.77083
33,2054,3.15417
33,2692,4.53472
33,2888,4.46528
33,3223,3.96528
33,3576,4.13194
33,4335,2.95
33,4650,4.25
33,4938,3.48333
33,5027,4.48333
33,5214,4.34306
33,6269,4.46528
33,6425,4.60417
33,7599,3.84028
33,7955,3.86528
33,8043,3.1375
